Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,year,Day_Perc_Change,Trend,upper_bb,lower_bb,middle_bb
2018-05-30,LALPATHLAB,EQ,879.55,884.0,884.0,852.1,852.1,856.7,870.45,97062,84487574.9,2874,86298,88.91,5,2018,-2.5979193905974585,Negative,923.5394516522074,816.617691204935,870.0785714285712
2018-05-31,LALPATHLAB,EQ,856.7,865.0,877.0,850.5,855.0,861.25,860.76,498950,429476668.75,4334,476794,95.56,5,2018,0.5311077389984709,Slight Positive,917.6480890441104,828.8304823844607,873.2392857142855
2018-06-01,LALPATHLAB,EQ,861.25,868.7,877.0,838.05,870.0,870.25,855.16,46535,39795027.9,5596,22655,48.68,6,2018,1.0449927431059436,Positive,901.0152927373391,854.4847072626604,877.7499999999998
2018-06-04,LALPATHLAB,EQ,870.25,872.2,872.95,848.0,851.3,861.95,859.09,191012,164096375.0,3512,178339,93.37,6,2018,-0.953748922723352,Slight Negative,899.8491988650749,851.9722297063531,875.910714285714
2018-06-05,LALPATHLAB,EQ,861.95,864.85,864.85,843.15,853.65,858.95,856.09,36035,30849264.0,1964,25928,71.95,6,2018,-0.34804803062822304,Slight or No change,897.8446823947443,849.5838890338266,873.7142857142854
2018-06-06,LALPATHLAB,EQ,858.95,855.05,866.0,842.0,842.0,849.55,851.8,14257,12144060.35,1803,8476,59.45,6,2018,-1.0943593922812855,Negative,899.6996876890173,845.3217408824107,872.510714285714
2018-06-07,LALPATHLAB,EQ,849.55,849.55,883.0,841.55,878.0,879.1,867.9,36057,31293936.15,5177,18374,50.96,6,2018,3.4783120475545983,Among top gainers,900.5781245999611,846.1218754000382,873.3499999999997
2018-06-08,LALPATHLAB,EQ,879.1,880.0,890.9,876.0,880.0,881.55,882.88,14958,13206049.4,2120,6620,44.26,6,2018,0.27869411898531204,Slight or No change,898.6614942009224,846.7956486562197,872.7285714285711
2018-06-11,LALPATHLAB,EQ,881.55,880.0,886.9,850.0,858.0,861.9,873.48,380578,332429118.55,4406,360070,94.61,6,2018,-2.229028415858425,Negative,898.3222693077158,845.2777306922834,871.7999999999996
2018-06-12,LALPATHLAB,EQ,861.9,865.0,874.75,855.05,861.9,861.4,862.96,30903,26668024.35,2104,8157,26.4,6,2018,-0.05801137022856118,Slight or No change,896.5930138298139,843.9927004558996,870.2928571428567
2018-06-13,LALPATHLAB,EQ,861.4,865.0,871.0,857.1,866.0,865.1,861.85,92889,80056273.85,3341,60459,65.09,6,2018,0.42953331785466903,Slight or No change,892.305839144248,844.71558942718,868.510714285714
2018-06-14,LALPATHLAB,EQ,865.1,867.0,884.0,858.65,876.0,875.6,870.53,34137,29717142.85,2610,9601,28.12,6,2018,1.2137325164720771,Positive,888.3394089639651,846.62487675032,867.4821428571425
2018-06-15,LALPATHLAB,EQ,875.6,879.8,893.9,860.1,864.1,867.45,875.74,44072,38595611.3,4921,15215,34.52,6,2018,-0.9307903152124264,Slight Negative,885.593546813891,847.3064531861087,866.4499999999998
2018-06-18,LALPATHLAB,EQ,867.45,870.1,885.9,862.55,876.0,874.0,871.19,45894,39982276.55,4567,11435,24.92,6,2018,0.7550867485157653,Slight Positive,884.234180891398,847.8729619657447,866.0535714285713
2018-06-19,LALPATHLAB,EQ,874.0,876.9,879.5,852.1,858.05,858.55,867.42,10742,9317812.0,1286,5110,47.57,6,2018,-1.7677345537757458,Negative,884.0983839991877,848.2730445722405,866.1857142857141
2018-06-20,LALPATHLAB,EQ,858.55,862.8,882.0,856.1,880.95,876.95,873.24,24168,21104521.25,3225,13671,56.57,6,2018,2.143148331489142,Positive,885.8436705023927,848.7706152118927,867.3071428571427
2018-06-21,LALPATHLAB,EQ,876.95,881.0,912.0,868.35,903.9,902.1,892.29,51316,45788999.85,4134,20176,39.32,6,2018,2.8678944067506595,Positive,895.8712633662643,843.293022348021,869.5821428571427
2018-06-22,LALPATHLAB,EQ,902.1,903.9,945.0,888.0,933.0,932.85,926.99,194533,180331020.7,10417,49679,25.54,6,2018,3.408713002993013,Among top gainers,917.0062328908334,832.2866242520233,874.6464285714284
2018-06-25,LALPATHLAB,EQ,932.85,931.8,968.0,926.0,942.1,945.5,947.72,158339,150060928.25,11294,78911,49.84,6,2018,1.3560593878972904,Positive,936.4935958609309,825.1635469962115,880.8285714285712
2018-06-26,LALPATHLAB,EQ,945.5,931.75,950.0,924.2,935.0,935.65,933.75,87796,81979547.45,7082,56704,64.59,6,2018,-1.041776837652042,Negative,946.6390430000574,827.3180998570849,886.9785714285712
2018-06-27,LALPATHLAB,EQ,935.65,930.75,944.8,926.8,939.55,931.55,930.87,250329,233024448.2,6268,226303,90.4,6,2018,-0.4381980441404365,Slight or No change,954.6865238910218,826.7634761089776,890.7249999999997
2018-06-28,LALPATHLAB,EQ,931.55,936.2,944.95,916.7,935.3,934.1,933.92,49273,46017010.6,2823,27007,54.81,6,2018,0.2737373195212278,Slight or No change,962.1791760649563,826.777966792186,894.4785714285712
2018-06-29,LALPATHLAB,EQ,934.1,937.1,984.65,930.1,953.95,957.7,960.56,103628,99541028.9,7925,54066,52.17,6,2018,2.526496092495445,Positive,974.0189019619315,828.6239551809253,901.3214285714284
2018-07-02,LALPATHLAB,EQ,957.7,959.95,969.1,901.95,910.15,918.95,931.36,67297,62677469.9,5251,27819,41.34,7,2018,-4.0461522397410405,Among top losers,974.8394646516163,836.0248210626694,905.4321428571428
2018-07-03,LALPATHLAB,EQ,918.95,923.45,945.95,902.1,941.0,938.85,931.07,51373,47831665.75,5990,19648,38.25,7,2018,2.1655149899341586,Positive,978.0864629181237,843.3135370818761,910.6999999999999
2018-07-04,LALPATHLAB,EQ,938.85,938.45,942.2,920.95,921.65,930.1,933.27,38933,36335187.8,3366,6133,15.75,7,2018,-0.9319912659104256,Slight Negative,979.4956940743698,849.6900202113443,914.592857142857
2018-07-05,LALPATHLAB,EQ,930.1,930.1,939.9,915.15,920.0,920.2,926.75,58952,54633860.55,5708,20903,35.46,7,2018,-1.0644016772390021,Negative,977.3273695119667,859.3940590594618,918.3607142857143
2018-07-06,LALPATHLAB,EQ,920.2,919.2,927.1,905.9,912.05,913.2,916.75,34214,31365756.95,5413,11264,32.92,7,2018,-0.7607041947402693,Slight Negative,974.5085305999255,867.8128979715032,921.1607142857143
2018-07-09,LALPATHLAB,EQ,913.2,924.45,949.0,902.7,909.05,908.55,927.03,71932,66682909.85,6607,22658,31.5,7,2018,-0.5091984231274771,Slight Negative,965.1523321602253,884.3119535540604,924.7321428571429
2018-07-10,LALPATHLAB,EQ,908.55,909.1,924.9,884.95,894.0,902.25,901.15,85441,76995143.1,5448,18791,21.99,7,2018,-0.6934125804853863,Slight Negative,959.2920466917769,893.7865247367945,926.5392857142857
2018-07-11,LALPATHLAB,EQ,902.25,897.7,910.0,895.85,904.0,902.7,903.9,32337,29229563.85,4043,18556,57.38,7,2018,0.049875311720692934,Slight or No change,959.1984343772987,893.9658513369869,926.5821428571428
2018-07-12,LALPATHLAB,EQ,902.7,907.2,919.5,891.3,900.0,901.85,911.07,44165,40237616.45,5652,18030,40.82,7,2018,-0.0941619585687392,Slight or No change,959.2794952099514,889.4562190757629,924.3678571428571
2018-07-13,LALPATHLAB,EQ,901.85,901.85,930.0,892.15,923.0,919.0,910.9,55210,50290728.75,5944,22147,40.11,7,2018,1.9016466152907971,Positive,955.259887465937,889.690112534063,922.475
2018-07-16,LALPATHLAB,EQ,919.0,923.0,923.55,896.45,912.0,911.25,909.76,329658,299911090.95,3486,310279,94.12,7,2018,-0.8433079434167601,Slight Negative,953.0914384457263,888.3728472685594,920.7321428571429
2018-07-17,LALPATHLAB,EQ,911.25,907.0,953.95,905.1,913.0,917.55,919.95,405206,372770220.4,6009,311576,76.89,7,2018,0.6913580246913575,Slight Positive,951.511444469817,887.9528412444688,919.7321428571429
2018-07-18,LALPATHLAB,EQ,917.55,924.4,924.4,898.0,902.0,902.5,914.6,120206,109939966.5,4414,71850,59.77,7,2018,-1.6402375892321852,Negative,949.3470458661286,885.6029541338714,917.475
2018-07-19,LALPATHLAB,EQ,902.5,907.0,908.05,884.55,890.0,888.85,897.74,29334,26334294.0,4034,9732,33.18,7,2018,-1.5124653739612135,Negative,938.362236485013,886.7520492292726,912.5571428571428
2018-07-20,LALPATHLAB,EQ,888.85,892.0,893.0,875.0,875.0,881.05,885.24,24449,21643185.35,4673,14757,60.36,7,2018,-0.8775383923046665,Slight Negative,940.3000347353642,879.3999652646354,909.8499999999998
2018-07-23,LALPATHLAB,EQ,881.05,878.05,905.0,878.05,896.0,897.65,898.58,35070,31513117.0,5137,13719,39.12,7,2018,1.8841155439532464,Positive,932.9249431881893,880.8893425260959,906.9071428571426
2018-07-24,LALPATHLAB,EQ,897.65,897.0,934.0,896.0,925.0,927.1,912.89,73832,67400169.7,2966,58245,78.89,7,2018,3.280788726118211,Among top gainers,931.9253714888364,881.4603427968775,906.692857142857
2018-07-25,LALPATHLAB,EQ,927.1,932.7,945.9,923.4,940.0,940.5,938.61,57771,54224492.35,3831,44300,76.68,7,2018,1.4453672742961832,Positive,938.5263257538539,877.7593885318598,908.1428571428569
2018-07-26,LALPATHLAB,EQ,940.5,944.8,945.7,937.7,945.5,943.8,940.8,39483,37145556.1,2324,33395,84.58,7,2018,0.35087719298245723,Slight or No change,946.1882491114054,874.4688937457368,910.3285714285711
2018-07-27,LALPATHLAB,EQ,943.8,945.5,945.5,911.9,920.0,923.3,937.86,75043,70380022.55,5019,52127,69.46,7,2018,-2.1720703538885333,Negative,947.8778034451977,874.8864822690873,911.3821428571425
2018-07-30,LALPATHLAB,EQ,923.3,930.0,940.0,910.05,932.15,934.6,925.28,26638,24647492.7,3186,11929,44.78,7,2018,1.2238708978663526,Positive,951.7604257573621,875.6252885283516,913.6928571428568
2018-07-31,LALPATHLAB,EQ,934.6,928.9,943.0,921.15,937.0,940.0,934.38,39022,36461380.95,3624,10301,26.4,7,2018,0.5777872886796542,Slight Positive,956.2861155103819,876.4281702039029,916.3571428571424
2018-08-01,LALPATHLAB,EQ,940.0,940.05,941.95,929.0,937.5,937.4,937.77,48837,45797826.55,4703,23230,47.57,8,2018,-0.276595744680852,Slight or No change,959.3691062362791,878.4237509065772,918.8964285714281
2018-08-02,LALPATHLAB,EQ,937.4,937.4,947.85,922.0,925.0,925.7,937.94,94171,88326492.6,5894,34763,36.91,8,2018,-1.2481331342009794,Negative,960.0110724555861,878.7389275444132,919.3749999999997
2018-08-03,LALPATHLAB,EQ,925.7,931.0,939.65,908.6,934.9,934.55,924.71,33665,31130400.2,2406,6962,20.68,8,2018,0.9560332721183952,Slight Positive,962.1477010715707,879.9308703569998,921.0392857142853
2018-08-06,LALPATHLAB,EQ,934.55,940.0,940.0,922.05,926.6,933.35,930.73,12641,11765397.55,1333,3370,26.66,8,2018,-0.12840404472740374,Slight or No change,963.7286672175682,880.6070470681453,922.1678571428567
2018-08-07,LALPATHLAB,EQ,933.35,930.05,940.0,912.2,937.95,932.9,925.4,45999,42567602.2,4028,8256,17.95,8,2018,-0.048213424760279455,Slight or No change,964.6308037866008,884.0477676419698,924.3392857142853
2018-08-08,LALPATHLAB,EQ,932.9,938.4,944.2,924.0,939.3,937.75,935.65,41853,39159616.65,3166,6336,15.14,8,2018,0.5198842319648511,Slight Positive,963.0266705598988,892.6376151543861,927.8321428571425
2018-08-09,LALPATHLAB,EQ,937.75,932.15,950.0,925.0,947.9,939.45,934.69,46122,43109643.55,4166,13158,28.53,8,2018,0.1812849906691616,Slight or No change,955.0648431356465,908.9422997214958,932.0035714285711
2018-08-10,LALPATHLAB,EQ,939.45,957.0,978.0,903.0,922.05,926.05,946.02,150038,141939281.2,10358,26547,17.69,8,2018,-1.4263664910319942,Negative,946.755084410044,921.309201304241,934.0321428571425
2018-08-13,LALPATHLAB,EQ,926.05,915.85,949.0,911.1,940.6,944.1,943.03,418825,394965092.75,10449,366954,87.62,8,2018,1.9491388153987543,Positive,948.3583998652155,922.1344572776411,935.2464285714283
2018-08-14,LALPATHLAB,EQ,944.1,941.0,973.0,938.4,955.0,965.75,960.83,118739,114088550.1,9767,73602,61.99,8,2018,2.293189280796515,Positive,957.9238334542848,916.1761665457144,937.0499999999996
2018-08-16,LALPATHLAB,EQ,965.75,969.95,972.25,957.2,960.5,966.4,969.21,75320,73000913.2,5970,58882,78.18,8,2018,0.06730520320994415,Slight or No change,964.6551547787393,912.6734166498314,938.6642857142854
2018-08-17,LALPATHLAB,EQ,966.4,961.0,1068.65,961.0,1036.2,1039.3,1025.23,307841,315608912.85,18855,97813,31.77,8,2018,7.54346026490067,Bull run,1005.4591708787893,888.4408291212101,946.9499999999997
2018-08-20,LALPATHLAB,EQ,1039.3,1042.0,1059.6,1020.0,1040.0,1035.7,1043.12,131653,137329328.2,16236,64848,49.26,8,2018,-0.34638699124409644,Slight or No change,1028.8394189770172,879.5034381658394,954.1714285714282
2018-08-21,LALPATHLAB,EQ,1035.7,1032.95,1047.0,1025.85,1045.0,1043.95,1039.81,68339,71059728.85,9767,39590,57.93,8,2018,0.7965627112098028,Slight Positive,1049.6650859166707,873.5277712261858,961.5964285714283
2018-08-23,LALPATHLAB,EQ,1043.95,1036.95,1053.3,1000.0,1022.0,1021.6,1020.93,68552,69986450.85,8988,30356,44.28,8,2018,-2.1409071315676043,Negative,1059.957628594845,875.2637999765835,967.6107142857142
2018-08-24,LALPATHLAB,EQ,1021.6,1015.4,1033.95,1005.55,1017.9,1018.9,1026.07,22181,22759297.1,4470,11554,52.09,8,2018,-0.26429130775255105,Slight or No change,1067.036358155971,881.499356129743,974.2678571428569
2018-08-27,LALPATHLAB,EQ,1018.9,1028.65,1088.7,1016.0,1077.9,1078.95,1065.79,183309,195368635.4,13284,49775,27.15,8,2018,5.8936107566984095,Among top gainers,1089.625640126996,879.5386455872895,984.5821428571427
2018-08-28,LALPATHLAB,EQ,1078.95,1072.3,1084.55,1050.0,1060.2,1063.75,1066.85,39328,41957072.7,5458,14906,37.9,8,2018,-1.408777051763288,Negative,1102.4380580491118,885.354799093745,993.8964285714284
2018-08-29,LALPATHLAB,EQ,1063.75,1057.3,1122.0,1015.5,1028.0,1042.6,1088.82,131933,143651004.3,13190,45612,34.57,8,2018,-1.9882491186839049,Negative,1107.0975481207965,896.366737593489,1001.7321428571428
2018-08-30,LALPATHLAB,EQ,1042.6,1046.0,1069.9,1028.25,1045.1,1043.15,1056.8,59859,63259063.7,8340,26362,44.04,8,2018,0.05275273355076493,Slight or No change,1109.8884148501188,908.6330137213093,1009.2607142857141
2018-08-31,LALPATHLAB,EQ,1043.15,1048.0,1054.9,1023.0,1051.0,1046.2,1044.88,33658,35168536.95,6173,14411,42.82,8,2018,0.29238364568853203,Slight or No change,1110.6715458265317,923.0998827448966,1016.8857142857141
2018-09-03,LALPATHLAB,EQ,1046.2,1051.5,1070.25,1026.0,1027.0,1040.05,1053.78,32757,34518518.45,4678,19424,59.3,9,2018,-0.5878417128656221,Slight Negative,1103.3640699568296,946.693072900313,1025.0285714285712
2018-09-04,LALPATHLAB,EQ,1040.05,1035.55,1045.0,1011.0,1015.0,1037.35,1032.2,27225,28101524.7,4579,14817,54.42,9,2018,-0.25960290370655725,Slight or No change,1094.7514916159762,968.6270798125947,1031.6892857142855
2018-09-05,LALPATHLAB,EQ,1037.35,1029.0,1068.7,1015.3,1030.0,1035.4,1040.54,44597,46404807.8,7697,25307,56.75,9,2018,-0.18797898491346168,Slight or No change,1087.0291304218592,986.2994410067118,1036.6642857142856
2018-09-06,LALPATHLAB,EQ,1035.4,1029.15,1039.85,1000.0,1020.0,1007.35,1014.73,52871,53649899.2,11519,31884,60.31,9,2018,-2.709097933165927,Negative,1074.87487175757,1004.3036996710011,1039.5892857142856
2018-09-07,LALPATHLAB,EQ,1007.35,1007.0,1045.0,1002.4,1010.0,1010.55,1026.01,56691,58165398.95,8759,32676,57.64,9,2018,0.3176651610661496,Slight or No change,1076.088942796072,998.9824857753564,1037.5357142857142
2018-09-10,LALPATHLAB,EQ,1010.55,1014.9,1031.05,987.1,993.6,995.05,1003.07,37356,37470668.2,7141,20618,55.19,9,2018,-1.5338182178021853,Negative,1079.4025933994217,989.8616923148633,1034.6321428571425
2018-09-11,LALPATHLAB,EQ,995.05,998.0,1010.95,953.1,985.0,990.6,987.76,71356,70482263.2,12264,40608,56.91,9,2018,-0.4472137078538663,Slight or No change,1080.938164825375,980.7046923174814,1030.8214285714282
2018-09-12,LALPATHLAB,EQ,990.6,990.6,1013.45,966.1,988.0,985.85,987.45,46411,45828646.4,7080,29476,63.51,9,2018,-0.4795073692711482,Slight or No change,1083.7630767172022,972.7726375685115,1028.2678571428569
2018-09-14,LALPATHLAB,EQ,985.85,990.0,1024.8,977.2,980.05,986.1,995.34,41045,40853676.35,5004,20654,50.32,9,2018,0.025358827407817586,Slight or No change,1085.7262445201118,966.1237554798876,1025.9249999999997
2018-09-17,LALPATHLAB,EQ,986.1,981.0,993.45,966.5,967.0,969.75,979.78,15394,15082764.3,2717,7865,51.09,9,2018,-1.6580468512321311,Negative,1076.6053287110649,959.6446712889347,1018.1249999999998
2018-09-18,LALPATHLAB,EQ,969.75,970.35,985.95,951.3,955.5,958.05,964.69,22239,21453813.45,3537,9487,42.66,9,2018,-1.2064965197215782,Negative,1070.943518922725,950.2064810772745,1010.5749999999997
2018-09-19,LALPATHLAB,EQ,958.05,968.3,998.0,943.15,962.0,960.15,980.86,116995,114755449.0,8818,34859,29.8,9,2018,0.2191952403319375,Slight or No change,1067.6281107663503,941.7433178050776,1004.685714285714
2018-09-21,LALPATHLAB,EQ,960.15,967.35,975.9,915.5,928.8,934.9,946.46,43858,41509851.85,5797,27670,63.09,9,2018,-2.629797427485292,Negative,1065.8553126624129,928.0518301947293,996.9535714285711
2018-09-24,LALPATHLAB,EQ,934.9,928.8,960.0,901.05,955.0,947.45,937.57,36030,33780792.8,5376,18886,52.42,9,2018,1.3423895603807967,Positive,1057.2865199941602,922.513480005839,989.8999999999996
2018-09-25,LALPATHLAB,EQ,947.45,941.7,981.95,933.0,956.3,963.6,965.54,47655,46012664.45,6589,22010,46.19,9,2018,1.7045754393371748,Positive,1046.4994572424903,922.3791141860806,984.4392857142855
2018-09-26,LALPATHLAB,EQ,963.6,956.3,978.0,956.3,961.05,967.8,967.91,86883,84094877.6,6273,75533,86.94,9,2018,0.4358655043586568,Slight or No change,1033.9594472161218,924.9834099267346,979.4714285714282
2018-09-27,LALPATHLAB,EQ,967.8,968.0,1000.05,962.05,970.0,978.1,981.45,40165,39420114.05,9228,19305,48.06,9,2018,1.0642694771647143,Positive,1019.3660646560768,931.3910782010655,975.3785714285711
2018-09-28,LALPATHLAB,EQ,978.1,972.2,985.0,920.0,945.8,958.55,961.0,56372,54173354.85,8821,31344,55.6,9,2018,-1.998773131581644,Negative,1012.576814615117,931.2088996705966,971.8928571428568
2018-10-01,LALPATHLAB,EQ,958.55,952.7,964.0,916.6,934.9,941.75,947.07,33217,31458733.85,6450,19262,57.99,10,2018,-1.7526472275833258,Negative,1004.0043984704096,929.9527443867325,966.9785714285711
2018-10-03,LALPATHLAB,EQ,941.75,937.0,975.0,922.05,957.0,958.55,952.46,100823,96029450.6,8183,81751,81.08,10,2018,1.7839129280594612,Positive,997.8531736386664,930.8896835041902,964.3714285714283
2018-10-04,LALPATHLAB,EQ,958.55,952.7,955.15,918.0,927.9,926.65,929.95,26478,24623210.4,2664,18676,70.53,10,2018,-3.327943247613585,Among top losers,995.2618560043256,924.3452868528163,959.803571428571
2018-10-05,LALPATHLAB,EQ,926.65,921.0,933.85,892.3,924.6,912.1,913.61,29327,26793318.2,5204,13649,46.54,10,2018,-1.5701721253979397,Negative,994.899072165614,914.1723564058137,954.5357142857139
2018-10-08,LALPATHLAB,EQ,912.1,884.8,960.0,884.8,955.0,954.1,945.05,49807,47069943.5,7638,17302,34.74,10,2018,4.604758250191865,Among top gainers,988.3082648159707,916.1917351840286,952.2499999999997
2018-10-09,LALPATHLAB,EQ,954.1,948.3,965.95,940.85,953.0,950.3,955.46,29545,28229088.9,5201,14116,47.78,10,2018,-0.3982811026097988,Slight or No change,985.4847428157474,916.2366857556802,950.8607142857138
2018-10-10,LALPATHLAB,EQ,950.3,945.0,981.8,945.0,963.6,965.35,962.88,46524,44797191.8,2885,36582,78.63,10,2018,1.5837104072398356,Positive,986.6857623521855,916.0785233620995,951.3821428571425
2018-10-11,LALPATHLAB,EQ,965.35,935.35,970.0,935.35,954.05,961.3,957.36,11562,11068972.95,2086,6079,52.58,10,2018,-0.41953695550837056,Slight or No change,986.8610136936986,916.067557734872,951.4642857142853
2018-10-12,LALPATHLAB,EQ,961.3,961.05,972.25,949.95,960.8,966.4,963.68,9182,8848469.5,1429,4408,48.01,10,2018,0.5305315718298065,Slight Positive,988.5759558400306,918.8526155885401,953.7142857142853
2018-10-15,LALPATHLAB,EQ,966.4,960.6,1007.0,952.0,959.5,959.5,983.0,39402,38731996.1,4180,9695,24.61,10,2018,-0.7139900662251675,Slight Negative,989.365377759024,919.7846222409752,954.5749999999996
2018-10-16,LALPATHLAB,EQ,959.5,959.0,980.0,959.0,970.05,975.75,973.09,34763,33827596.55,5274,22132,63.67,10,2018,1.6935904116727407,Positive,991.7750394682788,919.1106748174346,955.4428571428567
2018-10-17,LALPATHLAB,EQ,975.75,980.0,980.0,926.0,946.0,943.85,958.41,42504,40736082.7,4842,27049,63.64,10,2018,-3.2692800409941047,Among top losers,989.8124508709865,917.6518348432984,953.7321428571424
2018-10-19,LALPATHLAB,EQ,943.85,938.1,946.0,919.0,930.4,929.3,926.26,53858,49886589.05,2735,48721,90.46,10,2018,-1.541558510356522,Negative,985.6076299147051,914.885227228151,950.246428571428
2018-10-22,LALPATHLAB,EQ,929.3,930.5,932.95,880.0,909.9,909.75,920.0,80231,73812799.45,7972,64482,80.37,10,2018,-2.103733993328305,Negative,987.7663645262425,905.7550640451853,946.7607142857139
2018-10-23,LALPATHLAB,EQ,909.75,900.35,912.5,872.3,892.5,895.6,894.92,82413,73752866.95,6071,56709,68.81,10,2018,-1.5553723550425946,Negative,992.7825212022724,894.1460502262983,943.4642857142853
2018-10-24,LALPATHLAB,EQ,895.6,890.2,902.0,852.0,861.0,864.75,866.45,110895,96085314.7,7055,77866,70.22,10,2018,-3.4446181330951338,Among top losers,1000.6026323837808,872.92593904479,936.7642857142854
2018-10-25,LALPATHLAB,EQ,864.75,863.7,884.0,851.3,866.05,875.75,860.36,84156,72404460.75,7325,65604,77.96,10,2018,1.2720439433362207,Positive,1004.7691778157077,861.4879650414346,933.1285714285711
2018-10-26,LALPATHLAB,EQ,875.75,859.95,902.8,852.0,885.1,893.65,874.85,27505,24062845.8,3608,13563,49.31,10,2018,2.0439623180131368,Positive,1005.7592741465703,857.8621544248576,931.810714285714
2018-10-29,LALPATHLAB,EQ,893.65,873.55,909.8,871.4,890.0,895.5,889.9,179163,159437934.7,7777,140056,78.17,10,2018,0.20701616964136085,Slight or No change,1002.7631061778914,852.486893822108,927.6249999999997
2018-10-30,LALPATHLAB,EQ,895.5,899.9,899.9,870.0,880.0,881.25,889.59,161154,143360378.5,4456,128613,79.81,10,2018,-1.5912897822445538,Negative,1000.4391096584598,844.9466046272539,922.6928571428568
2018-10-31,LALPATHLAB,EQ,881.25,892.0,892.0,862.2,870.4,879.55,872.7,75864,66206704.95,7551,28053,36.98,10,2018,-0.19290780141844044,Slight or No change,993.34649948576,839.7820719428107,916.5642857142853
2018-11-01,LALPATHLAB,EQ,879.55,887.7,890.0,866.0,869.9,870.05,877.92,40354,35427736.7,9004,18388,45.57,11,2018,-1.0800977772724707,Negative,985.9571905963799,834.1356665464764,910.0464285714281
2018-11-02,LALPATHLAB,EQ,870.05,874.0,890.85,870.0,884.9,887.45,877.65,166278,145934062.6,6176,143549,86.33,11,2018,1.9998850640767785,Positive,973.728233633137,835.086052081148,904.4071428571425
2018-11-05,LALPATHLAB,EQ,887.45,887.0,902.05,875.25,885.0,886.75,896.93,132102,118486030.2,2262,122506,92.74,11,2018,-0.0788776832497673,Slight or No change,961.2680225216867,837.1534060497412,899.210714285714
2018-11-06,LALPATHLAB,EQ,886.75,908.0,909.95,874.0,877.0,880.5,890.75,92310,82224958.15,7373,12290,13.31,11,2018,-0.7048209754722312,Slight Negative,936.6438984959836,848.1703872183014,892.4071428571425
2018-11-07,LALPATHLAB,EQ,880.5,882.0,895.0,880.0,885.0,887.3,886.56,3903,3460253.8,284,1959,50.19,11,2018,0.7722884724588264,Slight Positive,921.2367717804063,855.498942505307,888.3678571428567
2018-11-09,LALPATHLAB,EQ,887.3,886.0,899.7,856.0,856.0,861.45,875.47,62221,54472340.4,4641,31420,50.5,11,2018,-2.9133325819903018,Negative,909.7247082923301,857.3181488505264,883.5214285714283
2018-11-12,LALPATHLAB,EQ,861.45,866.0,868.0,831.65,842.25,840.9,843.64,97244,82038828.1,5193,71913,73.95,11,2018,-2.3855127981891044,Negative,909.0946410993824,848.1125017577597,878.6035714285711
2018-11-13,LALPATHLAB,EQ,840.9,842.2,874.45,839.0,855.0,864.8,859.59,83868,72091697.6,5862,55186,65.8,11,2018,2.8421928885717707,Positive,906.044719135139,846.7624237220031,876.403571428571
2018-11-14,LALPATHLAB,EQ,864.8,859.6,869.9,845.0,846.0,852.0,862.21,16928,14595458.7,1884,4309,25.45,11,2018,-1.480111008325624,Negative,907.3751371776929,843.6105771080205,875.4928571428567
2018-11-15,LALPATHLAB,EQ,852.0,846.8,872.8,845.95,852.0,859.95,857.03,40329,34563006.5,4510,6905,17.12,11,2018,0.9330985915493084,Slight Positive,907.3082574652021,841.4203139633685,874.3642857142853
2018-11-16,LALPATHLAB,EQ,859.95,856.0,864.0,821.1,829.95,832.45,848.72,64727,54934876.45,5838,19611,30.3,11,2018,-3.1978603407174844,Among top losers,907.7963135811409,832.1894007045729,869.9928571428569
2018-11-19,LALPATHLAB,EQ,832.45,829.7,857.0,813.45,841.0,846.55,828.72,69811,57853803.05,5044,29802,42.69,11,2018,1.6937954231485364,Positive,903.1754199233359,829.8174372195207,866.4964285714283
2018-11-20,LALPATHLAB,EQ,846.55,846.55,861.0,836.0,856.5,857.0,856.14,83680,71641670.6,4223,64203,76.72,11,2018,1.2344220660327254,Positive,900.7253421839928,828.803229244578,864.7642857142854
2018-11-21,LALPATHLAB,EQ,857.0,859.0,899.0,857.15,878.35,883.2,879.6,110923,97568202.65,7781,26907,24.26,11,2018,3.0571761960326738,Among top gainers,901.4971126341741,828.5528873658254,865.0249999999997
2018-11-22,LALPATHLAB,EQ,883.2,888.0,888.0,861.7,869.8,868.35,874.67,36405,31842458.6,5909,10347,28.42,11,2018,-1.6813858695652215,Negative,901.314885483528,828.4922573736145,864.9035714285712
2018-11-26,LALPATHLAB,EQ,868.35,863.1,878.75,863.1,863.15,870.1,872.66,15847,13829111.35,3602,6691,42.22,11,2018,0.2015316404675449,Slight or No change,897.8850942416075,829.4434771869635,863.6642857142855
2018-11-27,LALPATHLAB,EQ,870.1,877.3,887.3,857.95,876.0,874.9,874.61,27619,24155941.3,5084,11209,40.58,11,2018,0.5516607286518704,Slight Positive,895.1108334485679,830.524880837146,862.817857142857
2018-11-28,LALPATHLAB,EQ,874.9,875.4,880.0,855.35,861.1,875.05,867.95,66001,57285777.3,7360,22805,34.55,11,2018,0.01714481655046285,Slight or No change,893.9249134453745,830.9322294117679,862.4285714285712
2018-11-29,LALPATHLAB,EQ,875.05,875.3,885.15,865.25,875.0,875.5,876.77,87117,76382003.0,5585,52004,59.69,11,2018,0.051425632820989435,Slight or No change,890.7610048998188,832.4104236716094,861.5857142857141
